player,year,round,elo,elo_new
l mize,1987,r1r3,1565.3913524195784,1593.1508698068212
s ballesteros,1987,r1r3,1539.198511046182,1566.9574118104001
g norman,1987,r1r3,1527.6023775839512,1559.7565590403149
b crenshaw,1987,r1r3,1523.025077621344,1559.5747037390724
r maltbie,1987,r1r3,1528.4671837419144,1565.016936078048
j mudd,1987,r1r3,1525.3137274486594,1539.8856526166712
j haas,1987,r1r3,1545.3525393117827,1564.3204825419803
b langer,1987,r1r3,1555.3719457092925,1587.5267769434815
j nicklaus,1987,r1r3,1525.3137274486594,1531.0945510233134
t watson,1987,r1r3,1555.3719457092925,1569.9445737567662
d weibring,1987,r1r3,1533.756405849552,1543.9329764473282
c beck,1987,r1r3,1515.294321979857,1529.8660154741667
tc chen,1987,r1r3,1536.9098609108903,1564.6687082271578
m mccumber,1987,r1r3,1519.1596998006005,1542.5225841118627
c strange,1987,r1r3,1563.1027013507796,1590.862164495232
l wadkins,1987,r1r3,1535.3331332254384,1558.696392962873
p azinger,1987,r1r3,1491.390134139136,1497.1701785115254
m calcavecchia,1987,r1r3,1535.3331332254384,1523.5319865894426
s lyle,1987,r1r3,1487.5247563183925,1493.3047128343903
c stadler,1987,r1r3,1517.5829718071723,1518.9680657165525
b wadkins,1987,r1r3,1516.8710502796837,1527.0472293493112
g koch,1987,r1r3,1493.678783355222,1481.8766766485016
n price,1987,r1r3,1531.4677554046948,1546.039823514139
j cook,1987,r1r3,1571.5453816235188,1590.5139436216225
t kite,1987,r1r3,1527.6023775839512,1524.5921526668844
m o'meara,1987,r1r3,1507.5635663383698,1508.9484295714685
d graham,1987,r1r3,1516.0062441217203,1508.600200051306
d hammond,1987,r1r3,1523.7369997632077,1516.3311344038716
c pavin,1987,r1r3,1559.237323530036,1547.4367380511794
s simpson,1987,r1r3,1533.756405849552,1539.5374256506495
d watson,1987,r1r3,1497.5441611759657,1485.7421426258998
f zoeller,1987,r1r3,1509.1402946381963,1497.3385416968479
c peete,1987,r1r3,1536.0450566055745,1524.2439265734106
g sauers,1987,r1r3,1511.4289441591134,1504.022794638646
a bean,1987,r1r3,1526.8904554420876,1519.4846632029182
h clark,1987,r1r3,1529.179105269403,1521.7733661787533
h green,1987,r1r3,1469.0626770213767,1448.4689117120286
j mahaffey,1987,r1r3,1523.7369997632077,1507.5400328105138
g player,1987,r1r3,1503.6981885176262,1500.6874123052282
j sindelar,1987,r1r3,1533.0444830901465,1512.452181528656
m wiebe,1987,r1r3,1527.6023775839512,1537.7788050569209
j miller,1987,r1r3,1503.6981885176262,1500.6874123052282
p stewart,1987,r1r3,1543.7758122470616,1545.1615153335124
j thorpe,1987,r1r3,1487.5247563183925,1458.14030646096
d frost,1987,r1r3,1523.025077621344,1515.6191957722842
k knox,1987,r1r3,1503.6981885176262,1483.105209118513
d pooley,1987,r1r3,1493.678783355222,1464.2944734617863
m hulbert,1987,r1r3,1493.678783355222,1486.2722274451805
b lietzke,1987,r1r3,1507.5635663383698,1482.5751247913956
t aaron,1987,r1r3,1529.8910280288085,1513.6942038914315
d barr,1987,r1r3,1490.6782144359852,1465.689387036222
b casper jr,1987,r1r3,1487.5247563183925,1462.5358572576386
m o'grady,1987,r1r3,1518.2948945665776,1475.724496948841
r lewis jr,1987,r1r3,1505.9868383449414,1463.416157427446
l mize,1987,r1r4,1593.1508698068212,1626.2586379514794
s ballesteros,1987,r1r4,1566.9574118104001,1600.064553553103
g norman,1987,r1r4,1559.7565590403149,1592.8635302030002
b crenshaw,1987,r1r4,1559.5747037390724,1589.1782187765264
r maltbie,1987,r1r4,1565.016936078048,1594.6205799584131
j mudd,1987,r1r4,1539.8856526166712,1569.4887048133344
j haas,1987,r1r4,1564.3204825419803,1583.4137544331172
b langer,1987,r1r4,1587.5267769434815,1606.6206024983885
j nicklaus,1987,r1r4,1531.0945510233134,1550.1870427332997
t watson,1987,r1r4,1569.9445737567662,1589.0379791610897
d weibring,1987,r1r4,1543.9329764473282,1563.025767889241
c beck,1987,r1r4,1529.8660154741667,1545.4550267889263
tc chen,1987,r1r4,1564.6687082271578,1580.258536546397
m mccumber,1987,r1r4,1542.5225841118627,1558.1118906940458
c strange,1987,r1r4,1590.862164495232,1606.452618402582
l wadkins,1987,r1r4,1558.696392962873,1574.2860799386683
p azinger,1987,r1r4,1497.1701785115254,1509.254984834516
m calcavecchia,1987,r1r4,1523.5319865894426,1535.617399094833
s lyle,1987,r1r4,1493.3047128343903,1505.3894310170165
c stadler,1987,r1r4,1518.9680657165525,1531.0533726370486
b wadkins,1987,r1r4,1527.0472293493112,1535.629271536374
g koch,1987,r1r4,1481.8766766485016,1486.9542316979187
n price,1987,r1r4,1546.039823514139,1551.1188570452643
j cook,1987,r1r4,1590.5139436216225,1592.090581845959
t kite,1987,r1r4,1524.5921526668844,1526.167234258661
m o'meara,1987,r1r4,1508.9484295714685,1510.5231501533451
d graham,1987,r1r4,1508.600200051306,1506.6714608066109
d hammond,1987,r1r4,1516.3311344038716,1514.4025731372824
c pavin,1987,r1r4,1547.4367380511794,1545.508900712237
s simpson,1987,r1r4,1539.5374256506495,1537.6094032710052
d watson,1987,r1r4,1485.7421426258998,1483.8128816069404
f zoeller,1987,r1r4,1497.3385416968479,1495.4095445580783
c peete,1987,r1r4,1524.2439265734106,1518.8120964422674
g sauers,1987,r1r4,1504.022794638646,1498.5904985493976
a bean,1987,r1r4,1519.4846632029182,1510.5492711036125
h clark,1987,r1r4,1521.7733661787533,1512.838027009494
h green,1987,r1r4,1448.4689117120286,1439.5319102261667
j mahaffey,1987,r1r4,1507.5400328105138,1498.6043655663107
g player,1987,r1r4,1500.6874123052282,1491.7515880350852
j sindelar,1987,r1r4,1512.452181528656,1503.5166272141319
m wiebe,1987,r1r4,1537.7788050569209,1528.8438379408944
j miller,1987,r1r4,1500.6874123052282,1488.248136208816
p stewart,1987,r1r4,1545.1615153335124,1532.7232691345487
j thorpe,1987,r1r4,1458.14030646096,1445.7000686338665
d frost,1987,r1r4,1515.6191957722842,1496.173358952322
k knox,1987,r1r4,1483.105209118513,1463.658629199978
d pooley,1987,r1r4,1464.2944734617863,1444.8474696978974
m hulbert,1987,r1r4,1486.2722274451805,1463.3222674939366
b lietzke,1987,r1r4,1482.5751247913956,1456.1216292160514
t aaron,1987,r1r4,1513.6942038914315,1476.7310635696904
d barr,1987,r1r4,1465.689387036222,1428.7251554207016
b casper jr,1987,r1r4,1462.5358572576386,1425.5715549611655
m o'grady,1987,r1r4,1475.724496948841,1438.7604910715481
r lewis jr,1987,r1r4,1463.416157427446,1412.4380675439788
s lyle,1988,r1,1505.3894310170165,1531.267848831653
m calcavecchia,1988,r1,1535.617399094833,1531.267848831653
c stadler,1988,r1,1531.0533726370486,1503.719441823585
b crenshaw,1988,r1,1589.1782187765264,1525.7581674300395
f couples,1988,r1,1500.2974045359863,1509.2291232251987
g norman,1988,r1,1592.8635302030002,1498.2097604219714
d pooley,1988,r1,1444.8474696978974,1531.267848831653
d frost,1988,r1,1496.173358952322,1520.2484860284258
b langer,1988,r1,1606.6206024983885,1531.267848831653
t watson,1988,r1,1589.0379791610897,1525.7581674300395
s ballesteros,1988,r1,1600.064553553103,1520.2484860284258
r floyd,1988,r1,1495.967432876139,1481.6807162171306
l wadkins,1988,r1,1574.2860799386683,1514.7388046268122
n price,1988,r1,1551.1188570452643,1509.2291232251987
d tewell,1988,r1,1399.6387726056394,1509.2291232251987
m mcnulty,1988,r1,1500,1514.7388046268122
d pohl,1988,r1,1459.0432733676666,1492.7000790203579
f zoeller,1988,r1,1495.4095445580783,1503.719441823585
tc chen,1988,r1,1580.258536546397,1503.719441823585
h green,1988,r1,1439.5319102261667,1514.7388046268122
c beck,1988,r1,1545.4550267889263,1520.2484860284258
j nicklaus,1988,r1,1550.1870427332997,1509.2291232251987
c strange,1988,r1,1606.452618402582,1503.719441823585
m mccumber,1988,r1,1558.1118906940458,1487.190397618744
i aoki,1988,r1,1435.851006443205,1514.7388046268122
g koch,1988,r1,1486.9542316979187,1525.7581674300395
p stewart,1988,r1,1532.7232691345487,1509.2291232251987
r wrenn,1988,r1,1500,1542.2872116348801
r davis,1988,r1,1500,1498.2097604219714
n faldo,1988,r1,1511.5496027712313,1509.2291232251987
s jones,1988,r1,1500,1514.7388046268122
m o'grady,1988,r1,1438.7604910715481,1514.7388046268122
t nakajima,1988,r1,1500.544732838746,1514.7388046268122
l nelson,1988,r1,1488.2366772346518,1542.2872116348801
b tway,1988,r1,1473.6399739433502,1514.7388046268122
k brown,1988,r1,1500,1520.2484860284258
a north,1988,r1,1467.4859475115236,1514.7388046268122
s pate,1988,r1,1500,1509.2291232251987
m o'meara,1988,r1,1510.5231501533451,1514.7388046268122
r sigel,1988,r1,1452.7363559317002,1498.2097604219714
j sindelar,1988,r1,1503.5166272141319,1487.190397618744
g hallberg,1988,r1,1476.0648008459812,1520.2484860284258
c pavin,1988,r1,1545.508900712237,1503.719441823585
t kite,1988,r1,1526.167234258661,1520.2484860284258
l mize,1988,r1,1626.2586379514794,1492.7000790203579
j sluman,1988,r1,1500,1481.6807162171306
d barr,1988,r1,1428.7251554207016,1498.2097604219714
a bean,1988,r1,1510.5492711036125,1520.2484860284258
j haas,1988,r1,1583.4137544331172,1476.171034815517
s hoch,1988,r1,1462.329137550272,1487.190397618744
k knox,1988,r1,1463.658629199978,1509.2291232251987
d love iii,1988,r1,1500,1520.2484860284258
s randolph,1988,r1,1473.6832547097197,1492.7000790203579
j cook,1988,r1,1592.090581845959,1498.2097604219714
b eastwood,1988,r1,1470.036923399877,1498.2097604219714
g player,1988,r1,1491.7515880350852,1492.7000790203579
c coody,1988,r1,1484.3712994139082,1492.7000790203579
d curry,1988,r1,1462.0438404811196,1514.7388046268122
r maltbie,1988,r1,1594.6205799584131,1503.719441823585
m reid,1988,r1,1479.2772086394548,1492.7000790203579
t simpson,1988,r1,1451.0623032246685,1481.6807162171306
g archer,1988,r1,1477.4801031174911,1481.6807162171306
p azinger,1988,r1,1509.254984834516,1509.2291232251987
k clearwater,1988,r1,1500,1470.6613534139035
b mayfair,1988,r1,1500,1481.6807162171306
s simpson,1988,r1,1537.6094032710052,1487.190397618744
b wadkins,1988,r1,1535.629271536374,1487.190397618744
i woosnam,1988,r1,1500,1476.171034815517
l clements,1988,r1,1463.1135320470519,1509.2291232251987
b loeffler,1988,r1,1500,1498.2097604219714
l mattiace,1988,r1,1500,1487.190397618744
e rebmann,1988,r1,1500,1498.2097604219714
da weibring,1988,r1,1472.0132950242062,1487.190397618744
a palmer,1988,r1,1415.8122000257383,1481.6807162171306
h sutton,1988,r1,1479.7940006769054,1481.6807162171306
s alexander,1988,r1,1489.8134055344785,1492.7000790203579
jc snead,1988,r1,1479.8352219077055,1487.190397618744
g brewer jr,1988,r1,1430.4088988139408,1492.7000790203579
b montgomery,1988,r1,1448.8709781109567,1492.7000790203579
s gump,1988,r1,1500,1465.1516720122897
p mayo,1988,r1,1500,1476.171034815517
d ford,1988,r1,1440.4283027663184,1481.6807162171306
j mudd,1988,r1,1569.4887048133344,1459.6419906106762
s ford,1988,r1,1500,1465.1516720122897
l trevino,1988,r1,1449.7357879176586,1476.171034815517
a wall jr,1988,r1,1399.6387726056394,1448.622627807449
t aaron,1988,r1,1476.7310635696904,1465.1516720122897
b casper jr,1988,r1,1425.5715549611655,1481.6807162171306
r lewis jr,1988,r1,1412.4380675439788,1443.1129464058354
s lyle,1988,r1r2,1531.267848831653,1574.3684087641811
m calcavecchia,1988,r1r2,1531.267848831653,1568.0770024439023
c stadler,1988,r1r2,1503.719441823585,1524.7996937492032
b crenshaw,1988,r1r2,1525.7581674300395,1546.8387275885316
f couples,1988,r1r2,1509.2291232251987,1536.6008581745998
g norman,1988,r1r2,1498.2097604219714,1503.5614200780565
d pooley,1988,r1r2,1531.267848831653,1558.639892963484
d frost,1988,r1r2,1520.2484860284258,1535.037562452614
b langer,1988,r1r2,1531.267848831653,1558.639892963484
t watson,1988,r1r2,1525.7581674300395,1553.1301339088102
s ballesteros,1988,r1r2,1520.2484860284258,1541.328968772893
r floyd,1988,r1r2,1481.6807162171306,1490.1778510241327
l wadkins,1988,r1r2,1514.7388046268122,1523.2363975546302
n price,1988,r1r2,1509.2291232251987,1511.4352328934845
d tewell,1988,r1r2,1509.2291232251987,1520.8723423739027
m mcnulty,1988,r1r2,1514.7388046268122,1535.819210195188
d pohl,1988,r1r2,1492.7000790203579,1504.3430687614782
f zoeller,1988,r1r2,1503.719441823585,1534.2368032296215
tc chen,1988,r1r2,1503.719441823585,1512.2168811086458
h green,1988,r1r2,1514.7388046268122,1538.9649133553273
c beck,1988,r1r2,1520.2484860284258,1547.6203750931718
j nicklaus,1988,r1r2,1509.2291232251987,1520.8723423739027
c strange,1988,r1r2,1503.719441823585,1521.6539905890638
m mccumber,1988,r1r2,1487.190397618744,1492.5419050368655
i aoki,1988,r1r2,1514.7388046268122,1526.3821007147696
g koch,1988,r1r2,1525.7581674300395,1546.8387275885316
p stewart,1988,r1r2,1509.2291232251987,1511.4352328934845
r wrenn,1988,r1r2,1542.2872116348801,1566.5137086342404
r davis,1988,r1r2,1498.2097604219714,1506.707123238196
n faldo,1988,r1r2,1509.2291232251987,1517.7266392137633
s jones,1988,r1r2,1514.7388046268122,1526.3821007147696
m o'grady,1988,r1r2,1514.7388046268122,1529.527803874909
t nakajima,1988,r1r2,1514.7388046268122,1532.6735070350485
l nelson,1988,r1r2,1542.2872116348801,1557.0765991538224
b tway,1988,r1r2,1514.7388046268122,1529.527803874909
k brown,1988,r1r2,1520.2484860284258,1522.4547498120564
a north,1988,r1r2,1514.7388046268122,1526.3821007147696
s pate,1988,r1r2,1509.2291232251987,1511.4352328934845
m o'meara,1988,r1r2,1514.7388046268122,1520.0906943944908
r sigel,1988,r1r2,1498.2097604219714,1506.707123238196
j sindelar,1988,r1r2,1487.190397618744,1495.687608197005
g hallberg,1988,r1r2,1520.2484860284258,1550.766078253311
c pavin,1988,r1r2,1503.719441823585,1505.925474788367
t kite,1988,r1r2,1520.2484860284258,1528.7461561323353
l mize,1988,r1r2,1492.7000790203579,1501.1973656013388
j sluman,1988,r1r2,1481.6807162171306,1483.8864447038538
d barr,1988,r1r2,1498.2097604219714,1497.2700137577779
a bean,1988,r1r2,1520.2484860284258,1519.309046651917
j haas,1988,r1r2,1476.171034815517,1475.230984601248
s hoch,1988,r1r2,1487.190397618744,1486.2504987165867
k knox,1988,r1r2,1509.2291232251987,1508.289529733345
d love iii,1988,r1r2,1520.2484860284258,1519.309046651917
s randolph,1988,r1r2,1492.7000790203579,1491.7602561209205
j cook,1988,r1r2,1498.2097604219714,1494.1243105976384
b eastwood,1988,r1r2,1498.2097604219714,1494.1243105976384
g player,1988,r1r2,1492.7000790203579,1488.614552960781
c coody,1988,r1r2,1492.7000790203579,1485.4688498006417
d curry,1988,r1r2,1514.7388046268122,1507.5078817539331
r maltbie,1988,r1r2,1503.719441823585,1496.4883653079487
m reid,1988,r1r2,1492.7000790203579,1485.4688498006417
t simpson,1988,r1r2,1481.6807162171306,1474.4493352234356
g archer,1988,r1r2,1481.6807162171306,1471.3036320632964
p azinger,1988,r1r2,1509.2291232251987,1498.8524202529268
k clearwater,1988,r1r2,1470.6613534139035,1460.28411840772
b mayfair,1988,r1r2,1481.6807162171306,1471.3036320632964
s simpson,1988,r1r2,1487.190397618744,1476.8133892361684
b wadkins,1988,r1r2,1487.190397618744,1476.8133892361684
i woosnam,1988,r1r2,1476.171034815517,1465.7938751208299
l clements,1988,r1r2,1509.2291232251987,1495.7067170927874
b loeffler,1988,r1r2,1498.2097604219714,1484.6872011172202
l mattiace,1988,r1r2,1487.190397618744,1473.667686076029
e rebmann,1988,r1r2,1498.2097604219714,1484.6872011172202
da weibring,1988,r1r2,1487.190397618744,1473.667686076029
a palmer,1988,r1r2,1481.6807162171306,1465.0122257430176
h sutton,1988,r1r2,1481.6807162171306,1465.0122257430176
s alexander,1988,r1r2,1492.7000790203579,1472.886037160084
jc snead,1988,r1r2,1487.190397618744,1467.3762797557501
g brewer jr,1988,r1r2,1492.7000790203579,1469.7403339999446
b montgomery,1988,r1r2,1492.7000790203579,1469.7403339999446
s gump,1988,r1r2,1465.1516720122897,1439.045846122226
p mayo,1988,r1r2,1476.171034815517,1446.9196561599936
d ford,1988,r1r2,1481.6807162171306,1449.2837099423205
j mudd,1988,r1r2,1459.6419906106762,1427.2446835444275
s ford,1988,r1r2,1465.1516720122897,1429.6087366418078
l trevino,1988,r1r2,1476.171034815517,1437.4825466795753
a wall jr,1988,r1r2,1448.622627807449,1406.7880622266846
t aaron,1988,r1r2,1465.1516720122897,1420.1716271613898
b casper jr,1988,r1r2,1481.6807162171306,1436.7008973017628
r lewis jr,1988,r1r2,1443.1129464058354,1385.5497908441405
s lyle,1988,r1r3,1574.3684087641811,1620.6387305784317
m calcavecchia,1988,r1r3,1568.0770024439023,1604.8654672293699
c stadler,1988,r1r3,1524.7996937492032,1547.3644445013065
b crenshaw,1988,r1r3,1546.8387275885316,1583.6266037265839
f couples,1988,r1r3,1536.6008581745998,1563.9067717703908
g norman,1988,r1r3,1503.5614200780565,1497.680552428802
d pooley,1988,r1r3,1558.639892963484,1581.2055733765446
d frost,1988,r1r3,1535.037562452614,1543.3800706596912
b langer,1988,r1r3,1558.639892963484,1585.9464140227353
t watson,1988,r1r3,1553.1301339088102,1570.9548211020733
s ballesteros,1988,r1r3,1541.328968772893,1563.8941714097978
r floyd,1988,r1r3,1490.1778510241327,1503.259987388245
l wadkins,1988,r1r3,1523.2363975546302,1531.5785838462475
n price,1988,r1r3,1511.4352328934845,1496.0728961559632
d tewell,1988,r1r3,1520.8723423739027,1538.6961457257696
m mcnulty,1988,r1r3,1535.819210195188,1544.1617397995437
d pohl,1988,r1r3,1504.3430687614782,1517.4255847213499
f zoeller,1988,r1r3,1534.2368032296215,1561.5426521107415
tc chen,1988,r1r3,1512.2168811086458,1506.3362467802287
h green,1988,r1r3,1538.9649133553273,1542.5666885207665
c beck,1988,r1r3,1547.6203750931718,1551.2223882475475
j nicklaus,1988,r1r3,1520.8723423739027,1519.732783141007
c strange,1988,r1r3,1521.6539905890638,1529.9961338767885
m mccumber,1988,r1r3,1492.5419050368655,1481.9199013140762
i aoki,1988,r1r3,1526.3821007147696,1520.5018506693468
g koch,1988,r1r3,1546.8387275885316,1550.4407192032493
p stewart,1988,r1r3,1511.4352328934845,1500.813736802154
r wrenn,1988,r1r3,1566.5137086342404,1565.3754046801264
r davis,1988,r1r3,1506.707123238196,1505.5671809022206
n faldo,1988,r1r3,1517.7266392137633,1497.623632057807
s jones,1988,r1r3,1526.3821007147696,1511.0201693769657
m o'grady,1988,r1r3,1529.527803874909,1514.1659582894727
t nakajima,1988,r1r3,1532.6735070350485,1517.311747353214
l nelson,1988,r1r3,1557.0765991538224,1546.4563517053448
b tway,1988,r1r3,1529.527803874909,1523.6476395818538
k brown,1988,r1r3,1522.4547498120564,1521.3152335642808
a north,1988,r1r3,1526.3821007147696,1511.0201693769657
s pate,1988,r1r3,1511.4352328934845,1481.8503742173914
m o'meara,1988,r1r3,1520.0906943944908,1499.98775135787
r sigel,1988,r1r3,1506.707123238196,1496.0854996098394
j sindelar,1988,r1r3,1495.687608197005,1480.3248479784222
g hallberg,1988,r1r3,1550.766078253311,1540.1456562503638
c pavin,1988,r1r3,1505.925474788367,1476.3404675232205
t kite,1988,r1r3,1528.7461561323353,1499.1617672863802
l mize,1988,r1r3,1501.1973656013388,1476.3530718358447
j sluman,1988,r1r3,1483.8864447038538,1440.0783256719924
s lyle,1988,r1r4,1620.6387305784317,1659.3011597779969
m calcavecchia,1988,r1r4,1604.8654672293699,1640.2302832015753
c stadler,1988,r1r4,1547.3644445013065,1579.4304876638987
b crenshaw,1988,r1r4,1583.6266037265839,1612.3964944595268
f couples,1988,r1r4,1563.9067717703908,1589.3789487968045
g norman,1988,r1r4,1497.680552428802,1523.1509210898325
d pooley,1988,r1r4,1581.2055733765446,1606.6782339743133
d frost,1988,r1r4,1543.3800706596912,1565.5545179064054
b langer,1988,r1r4,1585.9464140227353,1604.8248838211964
t watson,1988,r1r4,1570.9548211020733,1589.8328704215119
s ballesteros,1988,r1r4,1563.8941714097978,1579.4748618515123
r floyd,1988,r1r4,1503.259987388245,1518.839019597592
l wadkins,1988,r1r4,1531.5785838462475,1547.1583835031238
n price,1988,r1r4,1496.0728961559632,1508.3545734325296
d tewell,1988,r1r4,1538.6961457257696,1550.9789781132313
m mcnulty,1988,r1r4,1544.1617397995437,1553.1475602323774
d pohl,1988,r1r4,1517.4255847213499,1526.4106751524625
f zoeller,1988,r1r4,1561.5426521107415,1570.5289530273822
tc chen,1988,r1r4,1506.3362467802287,1512.0238755378984
h green,1988,r1r4,1542.5666885207665,1548.2553030166057
c beck,1988,r1r4,1551.2223882475475,1553.614079143575
j nicklaus,1988,r1r4,1519.732783141007,1522.1236119817095
c strange,1988,r1r4,1529.9961338767885,1532.3872420150842
m mccumber,1988,r1r4,1481.9199013140762,1481.0125527441644
i aoki,1988,r1r4,1520.5018506693468,1516.2983762271213
g koch,1988,r1r4,1550.4407192032493,1546.2380643591528
p stewart,1988,r1r4,1500.813736802154,1496.6097308152205
r wrenn,1988,r1r4,1565.3754046801264,1561.1731638743167
r davis,1988,r1r4,1505.5671809022206,1498.0661406386928
n faldo,1988,r1r4,1497.623632057807,1486.8252163344685
s jones,1988,r1r4,1511.0201693769657,1500.2221140617798
m o'grady,1988,r1r4,1514.1659582894727,1503.367987996132
t nakajima,1988,r1r4,1517.311747353214,1503.2167001529654
l nelson,1988,r1r4,1546.4563517053448,1532.3621007554548
b tway,1988,r1r4,1523.6476395818538,1509.552764378502
k brown,1988,r1r4,1521.3152335642808,1503.9231328955202
a north,1988,r1r4,1511.0201693769657,1493.6277899056515
s pate,1988,r1r4,1481.8503742173914,1464.4572134097984
m o'meara,1988,r1r4,1499.98775135787,1476.00075072946
r sigel,1988,r1r4,1496.0854996098394,1472.0983943652207
j sindelar,1988,r1r4,1480.3248479784222,1456.33732249878
g hallberg,1988,r1r4,1540.1456562503638,1512.8625834698346
c pavin,1988,r1r4,1476.3404675232205,1449.055674306642
t kite,1988,r1r4,1499.1617672863802,1468.5804203389598
l mize,1988,r1r4,1476.3530718358447,1439.176792718952
j sluman,1988,r1r4,1440.0783256719924,1402.9010951863831
n faldo,1989,r1,1486.8252163344685,1540.8339704036807
s hoch,1989,r1,1486.2504987165867,1535.011123262611
b crenshaw,1989,r1,1612.3964944595268,1523.3654289804715
g norman,1989,r1,1523.1509210898325,1505.8968875572623
s ballesteros,1989,r1,1579.4748618515123,1523.3654289804715
m reid,1989,r1,1485.4688498006417,1517.5425818394017
j mudd,1989,r1,1427.2446835444275,1511.719734698332
c beck,1989,r1,1553.614079143575,1505.8968875572623
j olazabal,1989,r1,1463.62056969078,1488.428346134053
j sluman,1989,r1,1402.9010951863831,1505.8968875572623
f couples,1989,r1,1589.3789487968045,1517.5425818394017
k green,1989,r1,1465.9092183018631,1505.8968875572623
m o'meara,1989,r1,1476.00075072946,1505.8968875572623
p azinger,1989,r1,1498.8524202529268,1500.0740404161925
d pooley,1989,r1,1606.6782339743133,1529.1882761215413
t watson,1989,r1,1589.8328704215119,1517.5425818394017
i woosnam,1989,r1,1465.7938751208299,1505.8968875572623
d frost,1989,r1,1565.5545179064054,1494.251193275123
t kite,1989,r1,1468.5804203389598,1517.5425818394017
j nicklaus,1989,r1,1522.1236119817095,1511.719734698332
m ozaki,1989,r1,1496.6793550180025,1523.3654289804715
c strange,1989,r1,1532.3872420150842,1505.8968875572623
l trevino,1989,r1,1437.4825466795753,1546.6568175447505
t purtzer,1989,r1,1460.297369261177,1523.3654289804715
p stewart,1989,r1,1496.6097308152205,1511.719734698332
b langer,1989,r1,1604.8248838211964,1505.8968875572623
l mize,1989,r1,1439.176792718952,1517.5425818394017
s pate,1989,r1,1464.4572134097984,1494.251193275123
l wadkins,1989,r1,1547.1583835031238,1494.251193275123
f zoeller,1989,r1,1570.5289530273822,1494.251193275123
m calcavecchia,1989,r1,1640.2302832015753,1505.8968875572623
s jones,1989,r1,1500.2221140617798,1505.8968875572623
d rummells,1989,r1,1500,1505.8968875572623
h green,1989,r1,1548.2553030166057,1505.8968875572623
p jacobsen,1989,r1,1509.3376860734024,1505.8968875572623
b lietzke,1989,r1,1456.1216292160514,1505.8968875572623
b gilder,1989,r1,1462.9355575775749,1500.0740404161925
t aaron,1989,r1,1420.1716271613898,1494.251193275123
c coody,1989,r1,1485.4688498006417,1494.251193275123
r floyd,1989,r1,1518.839019597592,1494.251193275123
s simpson,1989,r1,1476.8133892361684,1517.5425818394017
d pohl,1989,r1,1526.4106751524625,1517.5425818394017
g archer,1989,r1,1471.3036320632964,1500.0740404161925
m mccumber,1989,r1,1481.0125527441644,1517.5425818394017
g twiggs,1989,r1,1500,1500.0740404161925
j haas,1989,r1,1475.230984601248,1511.719734698332
b lohr,1989,r1,1500,1500.0740404161925
m sullivan,1989,r1,1494.391859094134,1494.251193275123
d weibring,1989,r1,1563.025767889241,1517.5425818394017
c pavin,1989,r1,1449.055674306642,1505.8968875572623
a bean,1989,r1,1519.309046651917,1529.1882761215413
tc chen,1989,r1,1512.0238755378984,1523.3654289804715
a north,1989,r1,1493.6277899056515,1488.428346134053
t simpson,1989,r1,1474.4493352234356,1500.0740404161925
m wiebe,1989,r1,1528.8438379408944,1488.428346134053
b casper jr,1989,r1,1436.7008973017628,1500.0740404161925
s lyle,1989,r1,1659.3011597779969,1488.428346134053
a magee,1989,r1,1500,1511.719734698332
b mccallister,1989,r1,1471.3188522741889,1494.251193275123
l nelson,1989,r1,1532.3621007554548,1488.428346134053
g player,1989,r1,1488.614552960781,1494.251193275123
g sauers,1989,r1,1498.5904985493976,1505.8968875572623
j sindelar,1989,r1,1456.33732249878,1500.0740404161925
c stadler,1989,r1,1579.4304876638987,1505.8968875572623
b glasson,1989,r1,1525.4961835251172,1488.428346134053
t sieckmann,1989,r1,1500,1476.7826518519134
h sutton,1989,r1,1465.0122257430176,1517.5425818394017
b tway,1989,r1,1509.552764378502,1488.428346134053
m brooks,1989,r1,1500,1488.428346134053
m mcnulty,1989,r1,1553.1475602323774,1470.9598047108439
r howe iii,1989,r1,1500,1488.428346134053
g koch,1989,r1,1546.2380643591528,1494.251193275123
j benepe,1989,r1,1500,1459.3141104287042
t nakajima,1989,r1,1503.2167001529654,1494.251193275123
n price,1989,r1,1508.3545734325296,1494.251193275123
d tewell,1989,r1,1550.9789781132313,1488.428346134053
s verplank,1989,r1,1489.8134055344785,1476.7826518519134
p yates iii,1989,r1,1500,1465.136957569774
m hatalsky,1989,r1,1461.0322515358255,1482.6054989929833
a palmer,1989,r1,1465.0122257430176,1465.136957569774
d eger,1989,r1,1500,1447.6684161465648
e meeks,1989,r1,1500,1453.4912632876346
d ford,1989,r1,1449.2837099423205,1465.136957569774
c hardin,1989,r1,1500,1441.845569005495
g brewer jr,1989,r1,1469.7403339999446,1453.4912632876346
n faldo,1989,r1r2,1540.8339704036807,1577.6921425547978
s hoch,1989,r1r2,1535.011123262611,1564.3103057390151
b crenshaw,1989,r1r2,1523.3654289804715,1552.6644374872888
g norman,1989,r1r2,1505.8968875572623,1512.5189304345918
s ballesteros,1989,r1r2,1523.3654289804715,1552.6644374872888
m reid,1989,r1r2,1517.5425818394017,1546.8415037855748
j mudd,1989,r1r2,1511.719734698332,1518.3418635758094
c beck,1989,r1r2,1505.8968875572623,1508.7394793030946
j olazabal,1989,r1r2,1488.428346134053,1491.2706815433135
j sluman,1989,r1r2,1505.8968875572623,1523.8572838290834
f couples,1989,r1r2,1517.5425818394017,1527.9442481280892
