player,year,round,elo,elo_new
t penna,1947,r1r2,1518.114711599071,1543.5302574786724
j bulla,1947,r1r2,1524.1838654578785,1534.129702690318
r chapman,1947,r1r2,1512.0455577402633,1529.726053662463
l little jr,1947,r1r2,1518.114711599071,1539.6627976375407
b locke,1947,r1r2,1499.9072500226484,1498.2501875066455
h barron,1947,r1r2,1518.114711599071,1539.6627976375407
f haas jr,1947,r1r2,1524.1838654578785,1537.9971625314497
j palmer,1947,r1r2,1524.1838654578785,1541.8646223725812
d shute,1947,r1r2,1505.976403881456,1504.319470762845
v ghezzi,1947,r1r2,1505.976403881456,1496.5845510805816
h smith,1947,r1r2,1512.0455577402633,1533.5935135035947
s snead,1947,r1r2,1512.0455577402633,1529.726053662463
h keiser,1947,r1r2,1499.9072500226484,1494.3827276655138
e vines,1947,r1r2,1493.8380961638409,1499.9158243682598
c harmon,1947,r1r2,1505.976403881456,1527.5242298096348
g sarazen,1947,r1r2,1493.8380961638409,1480.5785251626016
g schneiter,1947,r1r2,1524.1838654578785,1534.129702690318
e harrison,1947,r1r2,1499.9072500226484,1509.8525670300405
c heafner,1947,r1r2,1493.8380961638409,1492.1809046859964
c middlecoff,1947,r1r2,1518.114711599071,1547.397717319804
h todd,1947,r1r2,1499.9072500226484,1498.2501875066455
c harbert,1947,r1r2,1518.114711599071,1535.795337796409
k laffoon,1947,r1r2,1499.9072500226484,1498.2501875066455
f moore,1947,r1r2,1487.7689423050333,1478.3767026164392
l worsham,1947,r1r2,1524.1838654578785,1530.2622428491864
e dudley,1947,r1r2,1512.0455577402633,1514.2562142979364
g schoux,1947,r1r2,1518.114711599071,1535.795337796409
c congdon,1947,r1r2,1493.8380961638409,1488.3134448448648
g fazio,1947,r1r2,1493.8380961638409,1472.8436054803383
g kunes,1947,r1r2,1499.9072500226484,1502.1176473477772
b hamilton,1947,r1r2,1512.0455577402633,1502.6538347745413
j revolta,1947,r1r2,1493.8380961638409,1492.1809046859964
e furgol,1947,r1r2,1481.6997884462257,1472.3074206603196
j turnesa,1947,r1r2,1463.492326869803,1446.3646576751555
c lind,1947,r1r2,1493.8380961638409,1480.5785251626016
s kovack,1947,r1r2,1475.6306345874182,1462.3706792920768
f serafin,1947,r1r2,1493.8380961638409,1492.1809046859964
r willits,1947,r1r2,1487.7689423050333,1462.9068632519127
g hamer,1947,r1r2,1481.6997884462257,1456.8375812957931
s riegel,1947,r1r2,1493.8380961638409,1465.108685798075
j foulis,1947,r1r2,1481.6997884462257,1460.7050411369246
j farrell,1947,r1r2,1463.492326869803,1430.894818310629
c wood,1947,r1r2,1475.6306345874182,1435.298460404155
r jones jr,1947,r1r2,1493.8380961638409,1468.9761456392066
c yates,1947,r1r2,1481.6997884462257,1464.5725009780563
b burke,1947,r1r2,1445.2848652933806,1412.6869788111824
j macdonald,1947,r1r2,1433.1465575757654,1365.7412826597504
j demaret,1947,r1r3,1559.5362869166302,1593.590496965956
b nelson,1947,r1r3,1555.6688270754987,1581.0924776482009
f stranahan,1947,r1r3,1515.92185028624,1535.590988075363
b hogan,1947,r1r3,1511.5182038916548,1534.0640720464064
h mcspaden,1947,r1r3,1517.5874867123039,1543.0103099253736
j ferrier,1947,r1r3,1549.5995420548445,1572.1462347578981
h picard,1947,r1r3,1523.656769968503,1543.326074225769
c harper,1947,r1r3,1476.1748805014513,1490.0895244415267
l mangrum,1947,r1r3,1482.2441624575708,1496.1589341070328
d metz,1947,r1r3,1525.8585938213314,1542.6511207784702
e oliver,1947,r1r3,1545.7320822137128,1562.5250407338506
t penna,1947,r1r3,1543.5302574786724,1560.3231679474754
j bulla,1947,r1r3,1534.129702690318,1542.2919342182422
r chapman,1947,r1r3,1529.726053662463,1543.6418394082386
l little jr,1947,r1r3,1539.6627976375407,1550.701974211587
b locke,1947,r1r3,1498.2501875066455,1506.4116483805099
h barron,1947,r1r3,1539.6627976375407,1556.455623849041
f haas jr,1947,r1r3,1537.9971625314497,1551.9131276927108
j palmer,1947,r1r3,1541.8646223725812,1555.780671712321
d shute,1947,r1r3,1504.319470762845,1509.604236098998
v ghezzi,1947,r1r3,1496.5845510805816,1498.9923269136448
h smith,1947,r1r3,1533.5935135035947,1544.632558219337
s snead,1947,r1r3,1529.726053662463,1540.7650145895116
h keiser,1947,r1r3,1494.3827276655138,1493.9136319299685
e vines,1947,r1r3,1499.9158243682598,1502.323671040786
c harmon,1947,r1r3,1527.5242298096348,1538.5631431151112
g sarazen,1947,r1r3,1480.5785251626016,1471.4786631713864
g schneiter,1947,r1r3,1534.129702690318,1530.7846349433337
e harrison,1947,r1r3,1509.8525670300405,1518.0142754255774
c heafner,1947,r1r3,1492.1809046859964,1488.834937438914
c middlecoff,1947,r1r3,1547.397717319804,1564.1907122293592
h todd,1947,r1r3,1498.2501875066455,1506.4116483805099
c harbert,1947,r1r3,1535.795337796409,1558.3417295709137
k laffoon,1947,r1r3,1498.2501875066455,1500.6579987430557
f moore,1947,r1r3,1478.3767026164392,1480.7840935627103
l worsham,1947,r1r3,1530.2622428491864,1544.1780402006846
e dudley,1947,r1r3,1514.2562142979364,1519.5411922401875
g schoux,1947,r1r3,1535.795337796409,1538.2039558398237
c congdon,1947,r1r3,1488.3134448448648,1482.0905709018525
g fazio,1947,r1r3,1472.8436054803383,1466.6204057745488
g kunes,1947,r1r3,1502.1176473477772,1493.0182416391244
b hamilton,1947,r1r3,1502.6538347745413,1496.4312653128577
j revolta,1947,r1r3,1492.1809046859964,1483.08128780146
e furgol,1947,r1r3,1472.3074206603196,1474.7146841695874
j turnesa,1947,r1r3,1446.3646576751555,1425.7567826858553
c lind,1947,r1r3,1480.5785251626016,1468.6018383526593
