player,position,r1,r2,r3,r4,strokes,earnings,fedex_cup_points,year
John Huston,T3,66,74,68,75,283,"$72,500.00",,1990
Lanny Wadkins,T3,72,73,70,68,283,"$72,500.00",,1990
Fred Couples,5,74,69,72,69,284,"$50,000.00",,1990
Jack Nicklaus,6,72,70,69,74,285,"$45,000.00",,1990
Seve Ballesteros,T7,74,73,68,71,286,"$35,150.00",,1990
Bill Britton,T7,68,74,71,73,286,"$35,150.00",,1990
Bernhard Langer,T7,70,73,69,74,286,"$35,150.00",,1990
Scott Simpson,T7,74,71,68,73,286,"$35,150.00",,1990
Curtis Strange,T7,70,73,71,72,286,"$35,150.00",,1990
Tom Watson,T7,77,71,67,71,286,"$35,150.00",,1990
Jose Maria Olazabal,13,72,73,68,74,287,"$26,300.00",,1990
Ben Crenshaw,T14,72,74,73,69,288,"$20,650.00",,1990
Scott Hoch,T14,71,68,73,76,288,"$20,650.00",,1990
Tom Kite,T14,75,73,66,74,288,"$20,650.00",,1990
Larry Mize,T14,70,76,71,71,288,"$20,650.00",,1990
Ronan Rafferty,T14,72,74,69,73,288,"$20,650.00",,1990
Craig Stadler,T14,72,70,74,72,288,"$20,650.00",,1990
Mark Calcavecchia,T20,74,73,73,69,289,"$15,100.00",,1990
Steve Jones,T20,77,69,72,71,289,"$15,100.00",,1990
Fuzzy Zoeller,T20,72,74,73,70,289,"$15,100.00",,1990
Masashi Jumbo Ozaki,23,70,71,77,72,290,"$13,000.00",,1990
Donnie Hammond,T24,71,74,75,71,291,"$11,000.00",,1990
Gary Player,T24,73,74,68,76,291,"$11,000.00",,1990
Lee Trevino,T24,78,69,72,72,291,"$11,000.00",,1990
Wayne Grady,T27,72,75,72,73,292,"$9,267.00",,1990
Andy North,T27,71,73,77,71,292,"$9,267.00",,1990
Jeff Sluman,T27,78,68,75,71,292,"$9,267.00",,1990
Peter Jacobsen,T30,67,75,76,75,293,"$8,133.00",,1990
Jodie Mudd,T30,74,70,73,76,293,"$8,133.00",,1990
Ian Woosnam,T30,72,75,70,76,293,"$8,133.00",,1990
Andy Bean,T33,76,72,74,72,294,"$7,100.00",,1990
Bill Glasson,T33,70,75,76,73,294,"$7,100.00",,1990
Joe Ozaki,T33,75,73,74,72,294,"$7,100.00",,1990
Mark McCumber,T36,74,74,76,71,295,"$6,133.00",,1990
Payne Stewart,T36,71,73,77,74,295,"$6,133.00",,1990
Bob Tway,T36,72,76,73,74,295,"$6,133.00",,1990
Chip Beck,T39,72,74,75,75,296,"$5,500.00",,1990
Mark Lye,T39,75,73,73,75,296,"$5,500.00",,1990
Chris Patton,T39,71,73,74,78,296,,,1990
John Mahaffey,T42,72,74,75,76,297,"$4,867.00",,1990
Don Pooley,T42,73,73,72,79,297,"$4,867.00",,1990
Peter Senior,T42,72,75,73,77,297,"$4,867.00",,1990
Mike Hulbert,T45,71,71,77,79,298,"$4,250.00",,1990
Tom Purtzer,T45,71,77,76,74,298,"$4,250.00",,1990
Mike Donald,47,64,82,77,76,299,"$3,900.00",,1990
Larry Nelson,48,74,73,79,74,300,"$3,600.00",,1990
George Archer,49,70,74,82,75,301,"$3,400.00",,1990
Billy Casper,CUT,74,75,,,149,,,1990
David Frost,CUT,74,75,,,149,,,1990
Robert Gamez,CUT,73,76,,,149,,,1990
Mark O'Meara,CUT,75,74,,,149,,,1990
Mike Reid,CUT,76,73,,,149,,,1990
Hubert Green,CUT,73,77,,,150,,,1990
Blaine McCallister,CUT,73,77,,,150,,,1990
Greg Norman,CUT,78,72,,,150,,,1990
Tom Pernice Jr.,CUT,74,76,,,150,,,1990
Tommy Aaron,CUT,77,74,,,151,,,1990
Ian Baker-Finch,CUT,77,74,,,151,,,1990
Dan Forsman,CUT,79,72,,,151,,,1990
Sandy Lyle,CUT,77,74,,,151,,,1990
Dave Rummells,CUT,77,74,,,151,,,1990
Ted Schulz,CUT,75,76,,,151,,,1990
Tony Sills,CUT,77,74,,,151,,,1990
Charles Coody,CUT,75,77,,,152,,,1990
Tim Simpson,CUT,77,75,,,152,,,1990
Hal Sutton,CUT,81,71,,,152,,,1990
Tommy Armour III,CUT,75,78,,,153,,,1990
Gay Brewer,CUT,76,77,,,153,,,1990
Curt Byrum,CUT,76,77,,,153,,,1990
Brian Claar,CUT,74,79,,,153,,,1990
David Ishii,CUT,74,79,,,153,,,1990
Tom Byrum,CUT,77,78,,,155,,,1990
Stephen Dodd,CUT,77,78,,,155,,,1990
Leonard Thompson,CUT,80,75,,,155,,,1990
Paul Azinger,CUT,80,76,,,156,,,1990
Arnold Palmer,CUT,76,80,,,156,,,1990
Craig Parry,CUT,80,76,,,156,,,1990
Ken Green,CUT,78,80,,,158,,,1990
Tim Hobby,CUT,76,82,,,158,,,1990
Wayne Levi,CUT,77,81,,,158,,,1990
Danny Green,CUT,79,80,,,159,,,1990
James Taylor,CUT,83,78,,,161,,,1990
Doug Ford,CUT,78,85,,,163,,,1990
Nick Faldo,1,68,73,77,65,283,"$200,000.00",,1989
Scott Hoch,2,69,74,71,69,283,"$120,000.00",,1989
Ben Crenshaw,T3,71,72,70,71,284,"$64,450.00",,1989
Greg Norman,T3,74,75,68,67,284,"$64,450.00",,1989
Seve Ballesteros,5,71,72,73,69,285,"$44,400.00",,1989
Mike Reid,6,72,71,71,72,286,"$40,000.00",,1989
Jodie Mudd,7,73,76,72,66,287,"$37,200.00",,1989
Chip Beck,T8,74,76,70,68,288,"$32,200.00",,1989
Jose Maria Olazabal,T8,77,73,70,68,288,"$32,200.00",,1989
Jeff Sluman,T8,74,72,74,68,288,"$32,200.00",,1989
Fred Couples,T11,72,76,74,67,289,"$25,567.00",,1989
Ken Green,T11,74,69,73,73,289,"$25,567.00",,1989
Mark O'Meara,T11,74,71,72,72,289,"$25,567.00",,1989
Paul Azinger,T14,75,75,69,71,290,"$19,450.00",,1989
Don Pooley,T14,70,77,76,67,290,"$19,450.00",,1989
Tom Watson,T14,72,73,74,71,290,"$19,450.00",,1989
Ian Woosnam,T14,74,76,71,69,290,"$19,450.00",,1989
David Frost,T18,76,72,73,70,291,"$14,000.00",,1989
Tom Kite,T18,72,72,72,75,291,"$14,000.00",,1989
Jack Nicklaus,T18,73,74,73,71,291,"$14,000.00",,1989
Masashi Jumbo Ozaki,T18,71,75,73,72,291,"$14,000.00",,1989
Curtis Strange,T18,74,71,74,72,291,"$14,000.00",,1989
Lee Trevino,T18,67,74,81,69,291,"$14,000.00",,1989
Tom Purtzer,T24,71,76,73,72,292,"$10,250.00",,1989
Payne Stewart,T24,73,75,74,70,292,"$10,250.00",,1989
Bernhard Langer,T26,74,75,71,73,293,"$8,240.00",,1989
Larry Mize,T26,72,77,69,75,293,"$8,240.00",,1989
Steve Pate,T26,76,75,74,68,293,"$8,240.00",,1989
Lanny Wadkins,T26,76,71,73,73,293,"$8,240.00",,1989
Fuzzy Zoeller,T26,76,74,69,74,293,"$8,240.00",,1989
Mark Calcavecchia,T31,74,72,74,74,294,"$6,900.00",,1989
Steve Jones,T31,74,73,80,67,294,"$6,900.00",,1989
Dave Rummells,T31,74,74,75,71,294,"$6,900.00",,1989
Hubert Green,T34,74,75,76,71,296,"$6,000.00",,1989
Peter Jacobsen,T34,74,73,78,71,296,"$6,000.00",,1989
Bruce Lietzke,T34,74,75,79,68,296,"$6,000.00",,1989
Bob Gilder,37,75,74,77,71,297,"$5,400.00",,1989
Tommy Aaron,T38,76,74,72,76,298,"$4,900.00",,1989
Charles Coody,T38,76,74,76,72,298,"$4,900.00",,1989
Raymond Floyd,T38,76,75,73,74,298,"$4,900.00",,1989
Scott Simpson,T38,72,77,72,77,298,"$4,900.00",,1989
Dan Pohl,42,72,74,78,75,299,"$4,300.00",,1989
George Archer,T43,75,75,75,75,300,"$3,900.00",,1989
Mark McCumber,T43,72,75,81,72,300,"$3,900.00",,1989
Greg Twiggs,T43,75,76,79,70,300,"$3,900.00",,1989
Jay Haas,T46,73,77,79,72,301,"$3,125.00",,1989
Bob Lohr,T46,75,76,77,73,301,"$3,125.00",,1989
Mike Sullivan,T46,76,74,73,78,301,"$3,125.00",,1989
D.A. Weibring,T46,72,79,74,76,301,"$3,125.00",,1989
Corey Pavin,50,74,74,78,76,302,"$2,800.00",,1989
Andy Bean,51,70,80,77,77,304,"$2,700.00",,1989
T.C. Chen,52,71,75,76,84,306,"$2,600.00",,1989
Andy North,CUT,77,75,,,152,,,1989
Tim Simpson,CUT,75,77,,,152,,,1989
Mark Wiebe,CUT,77,75,,,152,,,1989
Billy Casper,CUT,75,78,,,153,,,1989
Sandy Lyle,CUT,77,76,,,153,,,1989
Andrew Magee,CUT,73,80,,,153,,,1989
Blaine McCallister,CUT,76,77,,,153,,,1989
Larry Nelson,CUT,77,76,,,153,,,1989
Gary Player,CUT,76,77,,,153,,,1989
Gene Sauers,CUT,74,79,,,153,,,1989
Joey Sindelar,CUT,75,78,,,153,,,1989
Craig Stadler,CUT,74,79,,,153,,,1989
Bill Glasson,CUT,77,77,,,154,,,1989
Tom Sieckmann,CUT,79,75,,,154,,,1989
Hal Sutton,CUT,72,82,,,154,,,1989
Bob Tway,CUT,77,77,,,154,,,1989
Mark Brooks,CUT,77,78,,,155,,,1989
Mark McNulty,CUT,80,75,,,155,,,1989
Ralph Howe III,CUT,77,79,,,156,,,1989
Gary Koch,CUT,76,80,,,156,,,1989
Jim Benepe,CUT,82,75,,,157,,,1989
Tommy Nakajima,CUT,76,81,,,157,,,1989
Nick Price,CUT,76,82,,,158,,,1989
Doug Tewell,CUT,77,81,,,158,,,1989
Scott Verplank,CUT,79,79,,,158,,,1989
P. Daniel Yates III,CUT,81,77,,,158,,,1989
Morris Hatalsky,CUT,78,81,,,159,,,1989
Arnold Palmer,CUT,81,80,,,161,,,1989
David Eger,CUT,84,78,,,162,,,1989
Eric Meeks,CUT,83,79,,,162,,,1989
Doug Ford,CUT,81,82,,,163,,,1989
Christian Hardin,CUT,85,85,,,170,,,1989
Gay Brewer,W/D,83,,,,83,,,1989
Sandy Lyle,1,71,67,72,71,281,"$183,800.00",,1988
Mark Calcavecchia,2,71,69,72,70,282,"$110,200.00",,1988
Craig Stadler,3,76,69,70,68,283,"$69,400.00",,1988
Ben Crenshaw,4,72,73,67,72,284,"$48,900.00",,1988
Fred Couples,T5,75,68,71,71,285,"$36,500.00",,1988
Greg Norman,T5,77,73,71,64,285,"$36,500.00",,1988
Don Pooley,T5,71,72,72,70,285,"$36,500.00",,1988
David Frost,8,73,74,71,68,286,"$31,000.00",,1988
Bernhard Langer,T9,71,72,71,73,287,"$28,000.00",,1988
Tom Watson,T9,72,71,73,71,287,"$28,000.00",,1988
Seve Ballesteros,T11,73,72,70,73,288,"$23,000.00",,1988
Raymond Floyd,T11,80,69,68,71,288,"$23,000.00",,1988
Lanny Wadkins,T11,74,75,69,70,288,"$23,000.00",,1988
Nick Price,T14,75,76,72,66,289,"$18,500.00",,1988
Doug Tewell,T14,75,73,68,73,289,"$18,500.00",,1988
Mark McNulty,T16,74,71,73,72,290,"$16,000.00",,1988
Dan Pohl,T16,78,70,69,73,290,"$16,000.00",,1988
Fuzzy Zoeller,T16,76,66,72,76,290,"$16,000.00",,1988
T.C. Chen,T19,76,73,72,70,291,"$13,500.00",,1988
Hubert Green,T19,74,70,75,72,291,"$13,500.00",,1988
Chip Beck,T21,73,70,76,73,292,"$11,200.00",,1988
Jack Nicklaus,T21,75,73,72,72,292,"$11,200.00",,1988
Curtis Strange,T21,76,70,72,74,292,"$11,200.00",,1988
Mark McCumber,24,79,71,72,71,293,"$9,600.00",,1988
Isao Aoki,T25,74,74,73,73,294,"$7,975.00",,1988
Gary Koch,T25,72,73,74,75,294,"$7,975.00",,1988
Payne Stewart,T25,75,76,71,72,294,"$7,975.00",,1988
Robert Wrenn,T25,69,75,76,74,294,"$7,975.00",,1988
Rodger Davis,29,77,72,71,75,295,"$7,100.00",,1988
Nick Faldo,T30,75,74,75,72,296,"$6,500.00",,1988
Steve Jones,T30,74,74,75,73,296,"$6,500.00",,1988
Mac O'Grady,T30,74,73,76,73,296,"$6,500.00",,1988
Tommy Nakajima,T33,74,72,77,74,297,"$5,667.00",,1988
Larry Nelson,T33,69,78,75,75,297,"$5,667.00",,1988
Bob Tway,T33,74,73,74,76,297,"$5,667.00",,1988
Ken Brown,T36,73,78,69,78,298,"$4,900.00",,1988
Andy North,T36,74,74,75,75,298,"$4,900.00",,1988
Steve Pate,T36,75,76,75,72,298,"$4,900.00",,1988
Mark O'Meara,T39,74,76,74,76,300,"$4,400.00",,1988
Joey Sindelar,T39,79,70,74,77,300,"$4,400.00",,1988
Jay Sigel,T39,77,72,73,78,300,,,1988
Gary Hallberg,T42,73,69,80,79,301,"$4,000.00",,1988
Corey Pavin,T42,76,75,75,75,301,"$4,000.00",,1988
Tom Kite,44,73,76,77,76,302,"$3,700.00",,1988
Larry Mize,T45,78,71,76,79,304,"$3,400.00",,1988
Jeff Sluman,T45,80,71,78,75,304,"$3,400.00",,1988
Dave Barr,CUT,77,75,,,152,,,1988
Andy Bean,CUT,73,79,,,152,,,1988
Jay Haas,CUT,81,71,,,152,,,1988
Scott Hoch,CUT,79,73,,,152,,,1988
Kenny Knox,CUT,75,77,,,152,,,1988
Davis Love III,CUT,73,79,,,152,,,1988
Sam Randolph,CUT,78,74,,,152,,,1988
John Cook,CUT,77,76,,,153,,,1988
Bob Eastwood,CUT,77,76,,,153,,,1988
Gary Player,CUT,78,75,,,153,,,1988
Charles Coody,CUT,78,76,,,154,,,1988
David Curry,CUT,74,80,,,154,,,1988
Roger Maltbie,CUT,76,78,,,154,,,1988
Mike Reid,CUT,78,76,,,154,,,1988
Tim Simpson,CUT,80,74,,,154,,,1988
George Archer,CUT,80,75,,,155,,,1988
Paul Azinger,CUT,75,80,,,155,,,1988
Keith Clearwater,CUT,82,73,,,155,,,1988
Billy Mayfair,CUT,80,75,,,155,,,1988
Scott Simpson,CUT,79,76,,,155,,,1988
Bobby Wadkins,CUT,79,76,,,155,,,1988
Ian Woosnam,CUT,81,74,,,155,,,1988
Lennie Clements,CUT,75,81,,,156,,,1988
Bill Loeffler,CUT,77,79,,,156,,,1988
Len Mattiace,CUT,79,77,,,156,,,1988
Eric Rebmann,CUT,77,79,,,156,,,1988
D.A. Weibring,CUT,79,77,,,156,,,1988
Arnold Palmer,CUT,80,77,,,157,,,1988
Hal Sutton,CUT,80,77,,,157,,,1988
Buddy Alexander,CUT,78,80,,,158,,,1988
J.C. Snead,CUT,79,79,,,158,,,1988
Gay Brewer,CUT,78,81,,,159,,,1988
Brian Montgomery,CUT,78,81,,,159,,,1988
Scott Gump,CUT,83,77,,,160,,,1988
Paul Mayo,CUT,81,80,,,161,,,1988
Doug Ford,CUT,80,82,,,162,,,1988
Jodie Mudd,CUT,84,78,,,162,,,1988
Steve Ford,CUT,83,80,,,163,,,1988
Lee Trevino,CUT,81,83,,,164,,,1988
Art Wall,CUT,86,79,,,165,,,1988
Tommy Aaron,CUT,83,83,,,166,,,1988
Billy Casper,CUT,80,86,,,166,,,1988
Robert Lewis,CUT,87,83,,,170,,,1988
Jim Thorpe,W/D,85,,,,85,,,1988
Larry Mize,1,70,72,72,71,285,"$162,000.00",,1987
Seve Ballesteros,T2,73,71,70,71,285,"$79,200.00",,1987
Greg Norman,T2,73,74,66,72,285,"$79,200.00",,1987
Ben Crenshaw,T4,75,70,67,74,286,"$37,200.00",,1987
Roger Maltbie,T4,76,66,70,74,286,"$37,200.00",,1987
Jodie Mudd,T4,74,72,71,69,286,"$37,200.00",,1987
Jay Haas,T7,72,72,72,73,289,"$26,200.00",,1987
Bernhard Langer,T7,71,72,70,76,289,"$26,200.00",,1987
Jack Nicklaus,T7,74,72,73,70,289,"$26,200.00",,1987
Tom Watson,T7,71,72,74,72,289,"$26,200.00",,1987
D.A. Weibring,T7,72,75,71,71,289,"$26,200.00",,1987
Chip Beck,T12,75,72,70,73,290,"$17,640.00",,1987
T.C. Chen,T12,74,69,71,76,290,"$17,640.00",,1987
Mark McCumber,T12,75,71,69,75,290,"$17,640.00",,1987
Curtis Strange,T12,71,70,73,76,290,"$17,640.00",,1987
Lanny Wadkins,T12,73,72,70,75,290,"$17,640.00",,1987
Paul Azinger,T17,77,73,69,72,291,"$13,050.00",,1987
Mark Calcavecchia,T17,73,72,78,68,291,"$13,050.00",,1987
Sandy Lyle,T17,77,74,68,72,291,"$13,050.00",,1987
Craig Stadler,T17,74,74,72,71,291,"$13,050.00",,1987
Bobby Wadkins,21,76,69,73,74,292,"$10,800.00",,1987
Gary Koch,T22,76,75,72,70,293,"$9,750.00",,1987
Nick Price,T22,73,73,71,76,293,"$9,750.00",,1987
John Cook,T24,69,73,74,78,294,"$7,900.00",,1987
Tom Kite,T24,73,74,74,73,294,"$7,900.00",,1987
Mark O'Meara,T24,75,74,71,74,294,"$7,900.00",,1987
David Graham,T27,73,77,72,73,295,"$6,267.00",,1987
Donnie Hammond,T27,73,75,74,73,295,"$6,267.00",,1987
Corey Pavin,T27,71,71,81,72,295,"$6,267.00",,1987
Scott Simpson,T27,72,75,72,76,295,"$6,267.00",,1987
Denis Watson,T27,76,74,73,72,295,"$6,267.00",,1987
Fuzzy Zoeller,T27,76,71,76,72,295,"$6,267.00",,1987
Calvin Peete,T33,71,77,75,73,296,"$5,200.00",,1987
Gene Sauers,T33,75,73,74,74,296,"$5,200.00",,1987
Andy Bean,T35,75,69,78,75,297,"$4,257.00",,1987
Howard Clark,T35,74,71,77,75,297,"$4,257.00",,1987
Hubert Green,T35,80,71,74,72,297,"$4,257.00",,1987
John Mahaffey,T35,73,75,76,73,297,"$4,257.00",,1987
Gary Player,T35,75,75,71,76,297,"$4,257.00",,1987
Joey Sindelar,T35,74,70,81,72,297,"$4,257.00",,1987
Mark Wiebe,T35,73,74,71,79,297,"$4,257.00",,1987
Payne Stewart,T42,71,75,74,78,298,"$3,333.34",,1987
Johnny Miller,T42,75,75,71,77,298,"$3,333.33",,1987
Jim Thorpe,T42,77,74,76,71,298,"$3,333.33",,1987
David Frost,T45,75,70,77,78,300,"$2,800.00",,1987
Kenny Knox,T45,75,75,75,75,300,"$2,800.00",,1987
Don Pooley,T45,76,75,76,73,300,"$2,800.00",,1987
Mike Hulbert,48,76,75,71,79,301,"$2,400.00",,1987
Bruce Lietzke,49,75,74,77,76,302,"$2,300.00",,1987
Tommy Aaron,T50,72,76,76,81,305,"$2,200.00",,1987
Dave Barr,T50,79,68,79,79,305,"$2,200.00",,1987
Billy Casper,T50,77,74,75,79,305,"$2,200.00",,1987
Mac O'Grady,T50,72,79,79,75,305,"$2,200.00",,1987
Robert Lewis,54,74,77,79,79,309,,,1987
Buddy Alexander,CUT,76,76,,,152,,,1987
Billy Andrade,CUT,74,78,,,152,,,1987
George Burns,CUT,78,74,,,152,,,1987
Raymond Floyd,CUT,75,77,,,152,,,1987
Dan Pohl,CUT,81,71,,,152,,,1987
Scott Verplank,CUT,76,76,,,152,,,1987
Rick Fehr,CUT,78,75,,,153,,,1987
Andy North,CUT,79,74,,,153,,,1987
Hal Sutton,CUT,77,76,,,153,,,1987
Bob Tway,CUT,78,75,,,153,,,1987
Tommy Nakajima,CUT,73,81,,,154,,,1987
Larry Nelson,CUT,75,79,,,154,,,1987
Jose Maria Olazabal,CUT,79,75,,,154,,,1987
Charles Coody,CUT,75,80,,,155,,,1987
Ken Green,CUT,78,77,,,155,,,1987
Bob Murphy,CUT,82,73,,,155,,,1987
Masashi Jumbo Ozaki,CUT,73,82,,,155,,,1987
David Curry,CUT,78,78,,,156,,,1987
Chris Kite,CUT,80,76,,,156,,,1987
Garth McGimpsey,CUT,79,77,,,156,,,1987
Lee Trevino,CUT,80,76,,,156,,,1987
Fred Wadsworth,CUT,74,82,,,156,,,1987
Ernie Gonzalez,CUT,77,80,,,157,,,1987
Isao Aoki,CUT,81,77,,,158,,,1987
Doug Ford,CUT,79,81,,,160,,,1987
Arnold Palmer,CUT,83,77,,,160,,,1987
Jay Sigel,CUT,77,83,,,160,,,1987
Gay Brewer,CUT,80,81,,,161,,,1987
Brian Montgomery,CUT,77,84,,,161,,,1987
Doug Tewell,CUT,85,76,,,161,,,1987
Art Wall,CUT,85,76,,,161,,,1987
Jack Nicklaus,1,74,71,69,65,279,"$144,000.00",,1986
Tom Kite,T2,70,74,68,68,280,"$70,400.00",,1986
Greg Norman,T2,70,72,68,70,280,"$70,400.00",,1986
Seve Ballesteros,4,71,68,72,70,281,"$38,400.00",,1986
Nick Price,5,79,69,63,71,282,"$32,000.00",,1986
Jay Haas,T6,76,69,71,67,283,"$27,800.00",,1986
Tom Watson,T6,70,74,68,71,283,"$27,800.00",,1986
Tommy Nakajima,T8,70,71,71,72,284,"$23,200.00",,1986
Payne Stewart,T8,75,71,69,69,284,"$23,200.00",,1986
Bob Tway,T8,70,73,71,70,284,"$23,200.00",,1986
Donnie Hammond,T11,73,71,67,74,285,"$16,960.00",,1986
Sandy Lyle,T11,76,70,68,71,285,"$16,960.00",,1986
Mark McCumber,T11,76,67,71,71,285,"$16,960.00",,1986
Corey Pavin,T11,71,72,71,71,285,"$16,960.00",,1986
Calvin Peete,T11,75,71,69,70,285,"$16,960.00",,1986
Dave Barr,T16,70,77,71,68,286,"$12,000.00",,1986
Ben Crenshaw,T16,71,71,74,70,286,"$12,000.00",,1986
Gary Koch,T16,69,74,71,72,286,"$12,000.00",,1986
Bernhard Langer,T16,74,68,69,75,286,"$12,000.00",,1986
Larry Mize,T16,75,74,72,65,286,"$12,000.00",,1986
Curtis Strange,T21,73,74,68,72,287,"$9,300.00",,1986
Fuzzy Zoeller,T21,73,73,69,72,287,"$9,300.00",,1986
T.C. Chen,T23,69,73,75,71,288,"$8,000.00",,1986
Roger Maltbie,T23,71,75,69,73,288,"$8,000.00",,1986
Scott Simpson,T25,76,72,67,74,289,"$6,533.34",,1986
Bill Glasson,T25,72,74,72,71,289,"$6,533.33",,1986
Peter Jacobsen,T25,75,73,68,73,289,"$6,533.33",,1986
David Graham,T28,76,72,74,68,290,"$5,666.67",,1986
Johnny Miller,T28,74,70,77,69,290,"$5,666.67",,1986
Danny Edwards,T28,71,71,72,76,290,"$5,666.66",,1986
Fred Couples,T31,72,77,70,72,291,"$4,875.00",,1986
Bruce Lietzke,T31,78,70,68,75,291,"$4,875.00",,1986
Dan Pohl,T31,76,70,72,73,291,"$4,875.00",,1986
Lanny Wadkins,T31,78,71,73,69,291,"$4,875.00",,1986
Wayne Levi,35,73,76,67,76,292,"$4,300.00",,1986
Rick Fehr,T36,75,74,69,75,293,"$3,850.00",,1986
Hubert Green,T36,71,75,73,74,293,"$3,850.00",,1986
Larry Nelson,T36,73,73,71,76,293,"$3,850.00",,1986
Tony Sills,T36,76,73,73,71,293,"$3,850.00",,1986
Sam Randolph,T36,75,73,72,73,293,,,1986
Don Pooley,41,77,72,73,72,294,"$3,400.00",,1986
Billy Kratzert,T42,68,72,76,79,295,"$3,200.00",,1986
John Mahaffey,T42,79,69,72,75,295,"$3,200.00",,1986
Ken Green,44,68,78,74,76,296,"$3,000.00",,1986
Phil Blackmar,T45,76,73,73,76,298,"$2,700.00",,1986
Jim Thorpe,T45,74,74,73,77,298,"$2,700.00",,1986
Lee Trevino,47,76,73,73,77,299,"$2,500.00",,1986
Mark O'Meara,48,74,73,81,73,301,"$2,300.00",,1986
Gary Player,CUT,77,73,,,150,,,1986
Craig Stadler,CUT,74,76,,,150,,,1986
Andy Bean,CUT,75,76,,,151,,,1986
Bob Eastwood,CUT,79,72,,,151,,,1986
Raymond Floyd,CUT,74,77,,,151,,,1986
Buddy Gardner,CUT,74,77,,,151,,,1986
Gary Hallberg,CUT,78,73,,,151,,,1986
Kenny Knox,CUT,75,76,,,151,,,1986
Hal Sutton,CUT,80,71,,,151,,,1986
George Burns,CUT,74,78,,,152,,,1986
Dan Forsman,CUT,78,74,,,152,,,1986
Hale Irwin,CUT,76,76,,,152,,,1986
Robert Lewis,CUT,74,78,,,152,,,1986
Mac O'Grady,CUT,82,70,,,152,,,1986
Jay Sigel,CUT,74,78,,,152,,,1986
Joey Sindelar,CUT,79,73,,,152,,,1986
Gay Brewer,CUT,77,76,,,153,,,1986
Billy Casper,CUT,78,75,,,153,,,1986
Charles Coody,CUT,76,77,,,153,,,1986
Chip Drury,CUT,76,77,,,153,,,1986
Peter Persons,CUT,76,77,,,153,,,1986
Jack Renner,CUT,76,77,,,153,,,1986
Jack Kay,CUT,80,74,,,154,,,1986
Larry Rinker,CUT,73,81,,,154,,,1986
Doug Tewell,CUT,74,80,,,154,,,1986
Scott Verplank,CUT,77,77,,,154,,,1986
Mark Wiebe,CUT,76,78,,,154,,,1986
George Archer,CUT,75,80,,,155,,,1986
Tommy Aaron,CUT,79,77,,,156,,,1986
Isao Aoki,CUT,79,77,,,156,,,1986
Doug Ford,CUT,78,78,,,156,,,1986
Garth McGimpsey,CUT,78,78,,,156,,,1986
Arnold Palmer,CUT,80,76,,,156,,,1986
Michael Podolak,CUT,82,74,,,156,,,1986
Bill Rogers,CUT,80,76,,,156,,,1986
Denis Watson,CUT,80,76,,,156,,,1986
Tim Simpson,CUT,78,79,,,157,,,1986
Randy Sonnier,CUT,81,77,,,158,,,1986
Bob Goalby,CUT,79,80,,,159,,,1986
T.M. Chen,CUT,79,81,,,160,,,1986
Bernhard Langer,1,72,74,68,68,282,"$126,000.00",,1985
Seve Ballesteros,T2,72,71,71,70,284,"$52,267.00",,1985
Raymond Floyd,T2,70,73,69,72,284,"$52,267.00",,1985
Curtis Strange,T2,80,65,68,71,284,"$52,267.00",,1985
Jay Haas,5,73,73,72,67,285,"$28,000.00",,1985
Gary Hallberg,T6,68,73,75,70,286,"$22,663.00",,1985
Bruce Lietzke,T6,72,71,73,70,286,"$22,663.00",,1985
Jack Nicklaus,T6,71,74,72,69,286,"$22,663.00",,1985
Craig Stadler,T6,73,67,76,70,286,"$22,663.00",,1985
Fred Couples,T10,75,73,69,70,287,"$16,800.00",,1985
David Graham,T10,74,71,71,71,287,"$16,800.00",,1985
Lee Trevino,T10,70,73,72,72,287,"$16,800.00",,1985
Tom Watson,T10,69,71,75,72,287,"$16,800.00",,1985
Billy Kratzert,T14,73,77,69,69,288,"$12,950.00",,1985
John Mahaffey,T14,72,75,70,71,288,"$12,950.00",,1985
Isao Aoki,T16,72,74,71,72,289,"$11,550.00",,1985
Gary Koch,T16,72,70,73,74,289,"$11,550.00",,1985
Wayne Levi,T18,75,72,70,73,290,"$9,128.00",,1985
Mark McCumber,T18,73,73,79,65,290,"$9,128.00",,1985
Tim Simpson,T18,73,72,75,70,290,"$9,128.00",,1985
Jim Thorpe,T18,73,71,72,74,290,"$9,128.00",,1985
Lanny Wadkins,T18,72,73,72,73,290,"$9,128.00",,1985
Sam Randolph,T18,70,75,72,73,290,,,1985
Mark O'Meara,24,73,76,72,70,291,"$7,280.00",,1985
Andy Bean,T25,72,74,73,73,292,"$5,670.00",,1985
Nick Faldo,T25,73,73,75,71,292,"$5,670.00",,1985
Sandy Lyle,T25,78,65,76,73,292,"$5,670.00",,1985
Johnny Miller,T25,77,68,76,71,292,"$5,670.00",,1985
Corey Pavin,T25,72,75,75,70,292,"$5,670.00",,1985
Payne Stewart,T25,69,71,76,76,292,"$5,670.00",,1985
Calvin Peete,T31,75,70,74,74,293,"$4,445.00",,1985
Joey Sindelar,T31,73,73,75,72,293,"$4,445.00",,1985
Hal Sutton,T31,77,69,70,77,293,"$4,445.00",,1985
Sam Torrance,T31,73,73,75,72,293,"$4,445.00",,1985
Jerry Haas,T31,76,69,73,75,293,,,1985
Lennie Clements,T36,75,75,73,71,294,"$3,612.00",,1985
Hale Irwin,T36,78,71,73,72,294,"$3,612.00",,1985
